,Number of Score 0,1427,1400,1543,1551,1411,1163
,Number of Score 1,101,71,16,8,93,263
,Number of Score 2,38,95,7,7,62,140
,,,,,,,
Sentence,No FIT = 0,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0
", alfalfa org.",0,0,0,0,0,0,0
", alfalfa org.",0,0,0,0,0,0,0
", alfalfa org.",0,0,0,0,0,0,0
", alfalfa org.",0,0,0,0,0,0,0
", anise org.",0,0,0,0,0,0,0
", anise org.",0,0,0,0,0,0,0
", apple pieces fine cut org.",0,0,0,0,0,0,0
", apple pieces org.",0,0,0,0,0,0,0
", applemint org.",0,0,0,0,0,0,0
", applemint org.",0,0,0,0,0,0,0
", applemint org.",0,0,0,0,0,0,0
", applemint org.",0,0,0,0,0,0,0
", applemint org.",0,0,0,0,0,0,0
", basil org.",0,0,0,0,0,0,0
", basil org.",0,0,0,0,0,0,0
", bay leaves org.",0,0,0,0,0,0,0
", bay leaves org.",0,0,0,0,0,0,0
", beetroot org.",0,0,0,0,0,0,0
", Black Tea Ceylon org.",0,0,0,0,0,0,0
", blackberry leaves org.",0,0,0,0,0,0,0
", blackberry leaves org.",0,0,0,0,0,0,0
", blackberry leaves org.",0,0,0,0,0,0,0
", blackberry leaves org.",0,0,0,0,0,0,0
", blackberry leaves sweet org.",0,0,0,0,0,0,0
", blackberry leaves sweet org.",0,0,0,0,0,0,0
", blood orange org.",0,0,0,0,0,0,0
", blood orange org.",0,0,0,0,0,0,0
", blueberry leaves org.",0,0,0,0,0,0,0
", buckwheat herb org.",0,0,0,0,0,0,0
", calendula org.",0,0,0,0,0,0,0
", calendula org.",0,0,0,0,0,0,0
", calendula org.",0,0,0,0,0,0,0
", calendula org.",0,0,0,0,0,0,0
", camomile org.",0,0,0,0,0,0,0
", caraway org.",0,0,0,0,0,0,0
", caraway org.",0,0,0,0,0,0,0
", carrots org.",0,0,0,0,0,0,0
", chili flakes org.",0,0,0,0,0,0,0
", chocolate mint org.",0,0,0,0,0,0,0
", chocolate mint org.",0,0,0,0,0,0,0
", cilantro org.",0,0,0,0,0,0,0
", cinnamon Ceylon org.",0,0,0,0,0,0,0
", cinnamon Ceylon org.",0,0,0,0,0,0,0
", cinnamon Ceylon org.",0,0,0,0,0,0,0
", Cinnamon Ceylon sticks org.",0,0,0,0,0,0,0
", cloves org.",0,0,0,0,0,0,0
", coconut flakes org.",0,0,0,0,0,0,0
", coconut flakes org.",0,0,0,0,0,0,0
", coffee org.",0,0,0,0,0,0,0
", coffee org.",0,0,0,0,0,0,0
", common mallow flowers org.",0,0,0,0,0,0,0
", common mallow org.",0,0,0,0,0,0,0
", common mallow org.",0,0,0,0,0,0,0
", common mallow org.",0,0,0,0,0,0,0
", common mallow org.",0,0,0,0,0,0,0
", common mallow org.",0,0,0,0,0,0,0
", common mallow org.",0,0,0,0,0,0,0
", coriander org.",0,0,0,0,0,0,0
", coriander org.",0,0,0,0,0,0,0
", coriander org.",0,0,0,0,0,0,0
", coriander org.",0,0,0,0,0,0,0
", coriander org.",0,0,0,0,0,0,0
", coriander org.",0,0,0,0,0,0,0
", coriander org.",0,0,0,0,0,0,0
", coriander org.",0,0,0,0,0,0,0
", cornflowers blue org.",0,0,0,0,0,0,0
", cornflowers blue org.",0,0,0,0,0,0,0
", cornflowers blue org.",0,0,0,0,0,0,0
", cornflowers blue org.",0,0,0,0,0,0,0
", cornflowers org.",0,0,0,0,0,0,0
", cornflowers org.",0,0,0,0,0,0,0
", cornflowers red org.",0,0,0,0,0,0,0
", cress org.",0,0,0,0,0,0,0
", cress org.",0,0,0,0,0,0,0
", cumin org.",0,0,0,0,0,0,0
", dandelion leaves org.",0,0,0,0,0,0,0
", dandelion leaves org.",0,0,0,0,0,0,0
", elderflowers org.",0,0,0,0,0,0,0
", elderflowers org.",0,0,0,0,0,0,0
", elderflowers org.",0,0,0,0,0,0,0
", elderflowers org.",0,0,0,0,0,0,0
", fennel org.",0,0,0,0,0,0,0
", fennel org.",0,0,0,0,0,0,0
", fenugreek org.",0,0,0,0,0,0,0
", fenugreek org.",0,0,0,0,0,0,0
", ginger candied org.",0,0,0,0,0,0,0
", Ginger candied org.",0,0,0,0,0,0,0
", Greek Mountain Tea org.",0,0,0,0,0,0,0
", Greek Mountain Tea org.",0,0,0,0,0,0,0
", Greek Mountain Tea org.",0,0,0,0,0,0,0
", Greek Mountain Tea org.",0,0,0,0,0,0,0
", GREEN OAT org.",0,0,0,0,0,0,0
", green tea org.",0,0,0,0,0,0,0
", green tea org.",0,0,0,0,0,0,0
", green tea Sencha org.",0,0,0,0,0,0,0
", green tea Sencha org.",0,0,0,0,0,0,0
", hazelnut leaves org.",0,0,0,0,0,0,0
", hazelnut leaves org.",0,0,0,0,0,0,0
", hemp leaves org.",0,0,0,0,0,0,0
", hemp leaves org.",0,0,0,0,0,0,0
", hemp leaves org.",0,0,0,0,0,0,0
", hibiscus org.",0,0,0,0,0,0,0
", hyssop org.",0,0,0,0,0,0,0
", is also the location of Csaba Szakacs in Reghin.",0,0,0,0,0,0,0
", jasmine green tea org.",0,0,0,0,0,0,0
", juniper berries org.",0,0,0,0,0,0,0
", juniper berries org.",0,0,0,0,0,0,0
", lavender org.",0,0,0,0,0,0,0
", lavender org.",0,0,0,0,0,0,0
", lavender org.",0,0,0,0,0,0,0
", lavender org.",0,0,0,0,0,0,0
", lemon balm org.",0,0,0,0,0,0,0
", lemon balm org.",0,0,0,0,0,0,0
", lemon balm org.",0,0,0,0,0,0,0
", lemon peel org.",0,0,0,0,0,0,0
", lemon peel org.",0,0,0,0,0,0,0
", lemon thyme org.",0,0,0,0,0,0,0
", lemon verbena org.",0,0,0,0,0,0,0
", lemon verbena org.",0,0,0,0,0,0,0
", lemongrass org.",0,0,0,0,0,0,0
", lemongrass org.",0,0,0,0,0,0,0
", lentils org.",0,0,0,0,0,0,0
", linden lime flowers org.",0,0,0,0,0,0,0
", linden lime flowers org.",0,0,0,0,0,0,0
", linden lime flowers org.",0,0,0,0,0,0,0
", linden lime flowers org.",0,0,0,0,0,0,0
", linden lime flowers org.",0,0,0,0,0,0,0
", lovage org.",0,0,0,0,0,0,0
", lovage org.",0,0,0,0,0,0,0
", marjoram org.",0,0,0,0,0,0,0
", Monarda org.",0,0,0,0,0,0,0
", Monarda org.",0,0,0,0,0,0,0
", MUSTARD SEED YELLOW org.",0,0,0,0,0,0,0
", MUSTARD SEED YELLOW org.",0,0,0,0,0,0,0
", MUSTARD SEED YELLOW org.",0,0,0,0,0,0,0
", MUSTARD SEED YELLOW org.",0,0,0,0,0,0,0
", MUSTARD SEED YELLOW org.",0,0,0,0,0,0,0
", nori algae org.",0,0,0,0,0,0,0
", nori algae org.",0,0,0,0,0,0,0
", orange peel org.",0,0,0,0,0,0,0
", orange peel org.",0,0,0,0,0,0,0
", oregano org.",0,0,0,0,0,0,0
", oregano org.",0,0,0,0,0,0,0
", oregano org.",0,0,0,0,0,0,0
", origanum hirtum Origanum vulgare ssp.",0,0,0,0,0,0,0
", paprika hot org.",0,0,0,0,0,0,0
", paprika hot org.",0,0,0,0,0,0,0
", paprika smoked org.",0,0,0,0,0,0,0
", paprika sweet org.",0,0,0,0,0,0,0
", paprika sweet org.",0,0,0,0,0,0,0
", parsley org.",0,0,0,0,0,0,0
", parsley org.",0,0,0,0,0,0,0
", parsnip pieces org.",0,0,0,0,0,0,0
", pepper black org.",0,0,0,0,0,0,0
", pepper black org.",0,0,0,0,0,0,0
", pepper black org.",0,0,0,0,0,0,0
", pepper green org.",0,0,0,0,0,0,0
", peppermint org.",0,0,0,0,0,0,0
", peppermint org.",0,0,0,0,0,0,0
", peppermint org.",0,0,0,0,0,0,0
", peppermint org.",0,0,0,0,0,0,0
", peppermint org.",0,0,0,0,0,0,0
", plus shipping Add to basket Book Gut geht anders  21.",0,0,0,0,0,0,0
", pomegranate org.",0,0,0,0,0,0,0
", pomegrante org.",0,0,0,0,0,0,0
", psyllium seeds org.",0,0,0,0,0,0,0
", psyllium seeds org.",0,0,0,0,0,0,0
", pumpkin org.",0,0,0,0,0,0,0
", purple carrots org.",0,0,0,0,0,0,0
", radish org.",0,0,0,0,0,0,0
", ramson org.",0,0,0,0,0,0,0
", ramson org.",0,0,0,0,0,0,0
", raspberry leaves org.",0,0,0,0,0,0,0
", raspberry leaves org.",0,0,0,0,0,0,0
", raspberry leaves org.",0,0,0,0,0,0,0
", raspberry leaves org.",0,0,0,0,0,0,0
", raspberry leaves org.",0,0,0,0,0,0,0
", raw cane sugar org.",0,0,0,0,0,0,0
", ribwort org.",0,0,0,0,0,0,0
", rose buds org.",0,0,0,0,0,0,0
", rosehip org.",0,0,0,0,0,0,0
", rosehip org.",0,0,0,0,0,0,0
", rosehip org.",0,0,0,0,0,0,0
", rosehip org.",0,0,0,0,0,0,0
", rosemary org.",0,0,0,0,0,0,0
", rosemary org.",0,0,0,0,0,0,0
", saffron org.",0,0,0,0,0,0,0
", saffron org.",0,0,0,0,0,0,0
", sage org.",0,0,0,0,0,0,0
", sage org.",0,0,0,0,0,0,0
", sage org.",0,0,0,0,0,0,0
", sage org.",0,0,0,0,0,0,0
", sage org.",0,0,0,0,0,0,0
", sage org.",0,0,0,0,0,0,0
", spearmint org.",0,0,0,0,0,0,0
", spruce needles org.",0,0,0,0,0,0,0
", St.",0,0,0,0,0,0,0
", stinging nettle org.",0,0,0,0,0,0,0
", stinging nettle org.",0,0,0,0,0,0,0
", stinging nettle org.",0,0,0,0,0,0,0
", stinging nettle seeds org.",0,0,0,0,0,0,0
", strawberry pieces org.",0,0,0,0,0,0,0
", strawberry pieces org.",0,0,0,0,0,0,0
", sunflower petals org.",0,0,0,0,0,0,0
", sunflower petals org.",0,0,0,0,0,0,0
", sunflower petals org.",0,0,0,0,0,0,0
", sunflower petals org.",0,0,0,0,0,0,0
", sunflower petals org.",0,0,0,0,0,0,0
", tarragon org.",0,0,0,0,0,0,0
", thyme org.",0,0,0,0,0,0,0
", thyme org.",0,0,0,0,0,0,0
", tomato org.",0,0,0,0,0,0,0
", tomatoflakes org.",0,0,0,0,0,0,0
", trigonella org.",0,0,0,0,0,0,0
", turmeric org.",0,0,0,0,0,0,0
", turmeric org.",0,0,0,0,0,0,0
", white tea org.",0,0,0,0,0,0,0
", white tea org.",0,0,0,0,0,0,0
", wild boletus org.",0,0,0,0,0,0,0
", wild boletus org.",0,0,0,0,0,0,0
", yarrow org.",0,0,0,0,0,0,0
", yarrow org.",0,0,0,0,0,0,0
", yarrow org.",0,0,0,0,0,0,0
", zucchini org.",0,0,0,0,0,0,0
00 VAT incl.,0,0,0,0,0,0,0
11 1kg Adios Salt!,0,0,0,0,0,0,0
111kg 73.,0,0,0,0,0,0,0
17 1kg Nine Greens loose org.,0,0,0,0,0,0,0
171kg 83.,0,0,0,0,0,0,0
25 1kg Spring Kiss Tea loose org.,0,0,0,0,0,0,0
"250 g Organic farmer DON JOS MARIA CASTRO, known as CHEMA, lives with his family in northern Nicaragua.",,0,0,0,0,0,1
251kg 112.,0,0,0,0,0,0,0
27 1kg Hot Stuff Spice Blossom org.,0,0,0,0,0,0,0
271kg 17.,0,0,0,0,0,0,0
29  158.,0,0,0,0,0,0,0
29  73.,0,0,0,0,0,0,0
33 1kg 12-Herbs-Salt org.,0,0,0,0,0,0,0
33 1kg Just Greens Salad Seasoning org.,0,0,0,0,0,0,0
331kg 156.,0,0,0,0,0,0,0
331kg 199.,0,0,0,0,0,0,0
38 1kg Fruit Delight Tea loose org.,0,0,0,0,0,0,0
381kg 62.,0,0,0,0,0,0,0
43 1kg camomile org.,0,0,0,0,0,0,0
431kg 78.,0,0,0,0,0,0,0
49  44.,0,0,0,0,0,0,0
49  78.,0,0,0,0,0,0,0
55 1kg More Package Information Buenos dias!,0,0,0,0,0,0,0
551kg 72.,0,0,0,0,0,0,0
58 1kg Chili Flakes org.,0,0,0,0,0,0,0
"58 1kg Pyramid tea bags Not only are pyramid tea bags pretty to look at, they also hold a very special content.",0,0,0,0,0,0,0
581kg 138.,0,0,0,0,0,0,0
581kg 21.,0,0,0,0,0,0,0
59  17.,0,0,0,0,0,0,0
